Computer Time,Timestamp,Time (Milli Sec.),Galvanic_Skin_Response,Heart_Rate,Skin_Temperature,Mood
 22:43:11,00:07:42,462073,559,102,19.53,HAPPY
 22:43:12,00:07:42,462286,561,104,20.51,HAPPY
 22:43:12,00:07:42,462499,560,104,39.55,HAPPY
 22:43:12,00:07:43,462711,559,103,24.9,HAPPY
 22:43:12,00:07:43,462924,561,103,28.81,HAPPY
 22:43:12,00:07:43,463136,560,100,19.53,HAPPY
 22:43:13,00:07:43,463349,560,100,20.02,HAPPY
 22:43:13,00:07:44,463562,562,105,20.51,HAPPY
 22:43:13,00:07:44,463774,560,107,25.39,HAPPY
 22:43:13,00:07:44,463987,560,107,23.93,HAPPY
 22:43:14,00:07:44,464199,561,121,21,HAPPY
 22:43:17,00:07:47,467341,561,125,21.97,HAPPY
 22:43:17,00:07:48,467553,560,125,24.41,HAPPY
 22:43:17,00:07:48,467766,560,125,20.51,HAPPY
 22:43:17,00:07:48,467979,562,124,21.97,HAPPY
 22:43:18,00:07:48,468192,560,124,18.55,HAPPY
 22:43:18,00:07:48,468404,561,123,25.88,HAPPY
 22:43:18,00:07:49,468617,562,123,21.48,HAPPY
 22:43:18,00:07:49,468830,560,123,25.88,HAPPY
 22:43:18,00:07:49,469042,562,123,25.39,HAPPY
 22:43:19,00:07:49,469255,562,121,21.97,HAPPY
 22:43:23,00:07:53,473476,563,120,25.39,HAPPY
 22:43:23,00:07:54,473688,562,120,24.41,HAPPY
 22:43:23,00:07:54,473901,561,120,22.95,HAPPY
 22:43:23,00:07:54,474114,563,118,38.09,HAPPY
 22:43:24,00:07:54,474326,563,118,21.48,HAPPY
 22:43:24,00:07:55,474539,566,116,20.51,HAPPY
 22:43:24,00:07:55,474752,567,116,20.51,HAPPY
 22:43:24,00:07:55,474963,565,116,23.44,HAPPY
 22:43:25,00:07:55,475176,567,116,26.37,HAPPY
 22:43:25,00:07:55,475389,567,116,30.76,HAPPY
 22:43:25,00:07:56,475601,565,111,19.04,HAPPY
 22:43:25,00:07:56,475814,567,111,19.53,HAPPY
 22:43:25,00:07:56,476027,567,111,19.04,HAPPY
 22:43:26,00:07:56,476239,565,103,25.88,HAPPY
 22:43:26,00:07:56,476452,568,103,38.09,HAPPY
 22:43:26,00:07:57,476664,566,103,22.95,HAPPY
 22:43:26,00:07:57,476877,565,103,30.76,HAPPY
 22:43:26,00:07:57,477090,568,94,19.53,HAPPY
 22:43:27,00:07:57,477302,565,94,24.9,HAPPY
 22:43:27,00:07:58,477515,566,94,20.02,HAPPY
 22:43:27,00:07:58,477727,566,94,21.48,HAPPY
 22:43:27,00:07:58,477940,565,94,19.53,HAPPY
 22:43:28,00:07:59,478578,564,86,20.51,HAPPY
 22:43:28,00:07:59,478790,566,86,20.02,HAPPY
 22:43:28,00:07:59,479003,566,86,21.48,HAPPY
 22:43:29,00:07:59,479215,564,86,34.67,HAPPY
 22:43:29,00:08:00,479641,565,86,25.88,HAPPY
 22:43:29,00:08:00,479853,565,86,21.48,HAPPY
 22:43:29,00:08:00,480066,566,86,27.34,HAPPY
 22:43:30,00:08:00,480278,564,86,23.44,HAPPY
 22:43:30,00:08:00,480491,565,88,23.93,HAPPY
 22:43:30,00:08:01,480704,565,88,20.51,HAPPY
 22:43:30,00:08:01,480916,563,88,23.93,HAPPY
 22:43:30,00:08:01,481129,565,88,21.97,HAPPY
 22:43:31,00:08:01,481341,565,88,21,HAPPY
 22:43:31,00:08:02,481554,563,88,33.69,HAPPY
 22:43:31,00:08:02,481767,565,88,19.53,HAPPY
 22:43:31,00:08:02,481979,564,88,25.39,HAPPY
 22:43:32,00:08:02,482192,563,88,21,HAPPY
 22:43:32,00:08:02,482404,565,88,20.02,HAPPY
 22:43:32,00:08:03,482617,563,88,21.48,HAPPY
 22:43:33,00:08:04,484064,564,83,28.32,SAD
 22:43:34,00:08:04,484276,563,83,23.93,SAD
 22:43:34,00:08:04,484489,562,83,20.02,SAD
 22:43:34,00:08:05,484701,564,87,21.48,HAPPY
 22:43:34,00:08:05,484914,563,87,24.41,HAPPY
 22:43:34,00:08:05,485126,564,87,22.95,HAPPY
 22:43:35,00:08:05,485339,566,87,21.48,HAPPY
 22:43:35,00:08:06,485552,564,87,20.51,HAPPY
 22:43:35,00:08:06,485764,565,87,20.51,HAPPY
 22:43:35,00:08:06,485977,565,87,19.04,HAPPY
 22:43:36,00:08:06,486190,563,85,28.81,HAPPY
 22:43:36,00:08:06,486402,564,85,21,HAPPY
 22:43:36,00:08:07,486615,560,85,38.09,HAPPY
 22:43:36,00:08:07,486827,556,85,42.48,HAPPY
 22:43:36,00:08:07,487040,558,83,24.41,SAD
 22:43:37,00:08:07,487251,556,83,20.02,SAD
 22:43:37,00:08:07,487464,555,86,20.02,HAPPY
 22:43:37,00:08:08,487677,557,86,23.44,HAPPY
 22:43:37,00:08:08,487889,554,86,23.93,HAPPY
 22:43:37,00:08:08,488102,554,86,34.67,HAPPY
 22:43:38,00:08:08,488314,556,86,21,HAPPY
 22:43:38,00:08:09,488527,556,86,21.97,HAPPY
 22:43:38,00:08:09,488739,559,86,22.95,HAPPY
 22:43:38,00:08:09,488952,560,86,22.95,HAPPY
 22:43:39,00:08:09,489164,561,86,25.88,HAPPY
 22:43:39,00:08:09,489377,565,86,23.44,HAPPY
 22:43:39,00:08:10,489590,568,86,24.41,HAPPY
 22:43:39,00:08:10,489802,567,86,39.06,HAPPY
 22:43:43,00:08:14,493921,569,116,29.3,HAPPY
 22:43:43,00:08:14,494133,571,116,25.39,HAPPY
 22:43:44,00:08:14,494346,571,116,24.9,HAPPY
 22:43:44,00:08:15,494559,569,118,19.53,HAPPY
 22:43:44,00:08:15,494771,571,118,29.79,HAPPY
 22:43:44,00:08:15,494984,571,116,33.2,HAPPY
 22:43:45,00:08:15,495196,568,116,38.57,HAPPY
 22:43:45,00:08:15,495409,563,116,34.18,HAPPY
 22:43:45,00:08:16,495622,569,116,19.04,HAPPY
 22:43:45,00:08:16,495834,568,112,21,HAPPY
 22:43:45,00:08:16,496047,570,112,22.95,HAPPY
 22:43:46,00:08:16,496260,569,112,37.11,HAPPY
 22:43:46,00:08:16,496473,568,109,23.44,HAPPY
 22:43:46,00:08:17,496685,570,112,22.95,HAPPY
 22:43:46,00:08:17,496898,567,112,23.44,HAPPY
 22:43:46,00:08:17,497111,569,112,36.62,HAPPY
 22:43:47,00:08:17,497324,570,112,20.02,HAPPY
 22:43:47,00:08:18,497536,569,105,22.95,HAPPY
 22:43:47,00:08:18,497748,570,105,26.86,HAPPY
 22:43:47,00:08:18,497960,564,105,37.11,HAPPY
 22:43:48,00:08:18,498173,567,105,20.51,HAPPY
 22:43:48,00:08:18,498386,569,102,21,HAPPY
 22:43:48,00:08:19,498598,570,102,21.48,HAPPY
 22:43:48,00:08:19,498811,568,104,26.86,HAPPY
 22:43:48,00:08:19,499023,569,104,22.95,HAPPY
 22:43:49,00:08:19,499236,569,104,41.02,HAPPY
 22:43:49,00:08:19,499449,567,101,26.37,HAPPY
 22:43:49,00:08:20,499661,569,101,31.74,HAPPY
 22:43:49,00:08:20,499874,567,101,21.48,HAPPY
 22:43:49,00:08:20,500087,567,100,29.79,HAPPY
 22:43:50,00:08:20,500299,569,102,22.95,HAPPY
 22:43:50,00:08:21,500512,567,102,19.04,HAPPY
 22:43:50,00:08:21,500724,568,106,20.51,HAPPY
 22:43:50,00:08:21,500937,569,106,35.64,HAPPY
 22:43:51,00:08:21,501150,567,111,35.64,HAPPY
 22:43:51,00:08:21,501362,568,111,21.97,HAPPY
 22:43:51,00:08:22,501575,569,111,41.02,HAPPY
 22:43:51,00:08:22,501788,569,111,20.02,HAPPY
 22:43:51,00:08:22,502000,570,108,24.41,HAPPY
 22:43:52,00:08:22,502213,569,108,24.9,HAPPY
 22:43:52,00:08:22,502426,568,108,23.93,HAPPY
 22:43:52,00:08:23,502638,570,100,23.93,HAPPY
 22:43:52,00:08:23,502851,569,100,25.39,HAPPY
 22:43:52,00:08:23,503064,568,100,23.93,HAPPY
 22:43:53,00:08:23,503276,570,100,27.83,HAPPY
 22:43:53,00:08:23,503489,568,104,23.44,HAPPY
 22:43:53,00:08:24,503702,569,104,20.02,HAPPY
 22:43:53,00:08:24,503914,570,104,24.41,HAPPY
 22:43:53,00:08:24,504127,569,101,21,HAPPY
 22:43:54,00:08:24,504340,569,101,25.39,HAPPY
 22:43:54,00:08:25,504552,570,101,22.95,HAPPY
 22:43:54,00:08:25,504765,561,101,29.79,HAPPY
 22:43:54,00:08:25,504978,570,95,37.11,HAPPY
 22:43:55,00:08:25,505190,570,95,27.83,HAPPY
 22:43:55,00:08:25,505403,568,95,21.97,HAPPY
 22:43:55,00:08:26,505615,569,95,20.51,HAPPY
 22:43:55,00:08:26,505828,570,92,20.02,HAPPY
 22:43:55,00:08:26,506041,568,92,35.16,HAPPY
 22:43:56,00:08:26,506253,570,92,25.39,HAPPY
 22:43:56,00:08:26,506466,570,92,32.23,HAPPY
 22:43:56,00:08:27,506678,569,88,35.64,HAPPY
 22:43:56,00:08:27,506891,571,88,23.93,HAPPY
 22:43:56,00:08:27,507104,570,88,33.2,HAPPY
 22:43:57,00:08:27,507316,569,88,22.95,HAPPY
 22:43:57,00:08:28,507529,570,82,35.16,SAD
 22:43:57,00:08:28,507741,568,82,21.97,SAD
 22:43:57,00:08:28,507954,570,82,21,SAD
 22:43:58,00:08:28,508167,571,82,21.48,SAD
 22:43:58,00:08:28,508379,569,77,22.46,RELAXED
 22:43:58,00:08:29,508592,571,77,28.81,RELAXED
 22:43:58,00:08:29,508804,571,77,28.32,RELAXED
 22:43:58,00:08:29,509017,569,76,21.48,RELAXED
 22:43:59,00:08:29,509230,570,76,21.48,RELAXED
 22:43:59,00:08:29,509442,570,76,27.34,RELAXED
 22:43:59,00:08:30,509655,568,76,21.48,RELAXED
 22:43:59,00:08:30,509867,570,76,20.02,RELAXED
 22:43:59,00:08:30,510080,569,76,28.32,RELAXED
 22:44:00,00:08:30,510291,568,76,33.2,RELAXED
 22:44:00,00:08:31,510504,571,76,20.51,RELAXED
 22:44:00,00:08:31,510717,567,76,21,RELAXED
 22:44:00,00:08:31,510929,568,76,29.3,RELAXED
 22:44:01,00:08:31,511142,569,76,18.55,RELAXED
 22:44:01,00:08:31,511354,567,76,21.97,RELAXED
 22:44:17,00:08:48,528055,572,107,38.57,HAPPY
 22:44:18,00:08:48,528268,570,107,24.9,HAPPY
 22:44:18,00:08:48,528481,492,107,28.81,HAPPY
 22:44:18,00:08:49,528693,571,107,23.44,HAPPY
 22:44:18,00:08:49,528906,569,99,19.53,HAPPY
 22:44:18,00:08:49,529118,571,99,29.79,HAPPY
 22:44:19,00:08:49,529331,571,99,25.88,HAPPY
 22:44:19,00:08:50,529544,569,99,21.48,HAPPY
 22:44:19,00:08:50,529756,571,99,22.46,HAPPY
 22:44:19,00:08:50,529969,570,99,21.97,HAPPY
 22:44:20,00:08:50,530182,569,99,20.02,HAPPY
 22:44:20,00:08:50,530394,571,99,20.51,HAPPY
 22:44:20,00:08:51,530607,570,99,40.04,HAPPY
 22:44:20,00:08:51,530819,570,99,20.51,HAPPY
 22:44:20,00:08:51,531032,570,99,24.41,HAPPY
 22:44:21,00:08:51,531244,568,99,19.53,HAPPY
 22:44:23,00:08:53,533204,569,85,41.5,HAPPY
 22:44:23,00:08:53,533417,568,85,18.55,HAPPY
 22:44:23,00:08:54,533629,570,85,24.9,HAPPY
 22:44:23,00:08:54,533842,569,87,23.93,HAPPY
 22:44:23,00:08:54,534054,568,87,22.95,HAPPY
 22:44:24,00:08:54,534267,570,87,31.74,HAPPY
 22:44:24,00:08:54,534479,569,87,36.62,HAPPY
 22:44:24,00:08:55,534692,569,85,27.34,HAPPY
 22:44:24,00:08:55,534905,570,85,19.53,HAPPY
 22:44:24,00:08:55,535117,568,85,41.02,HAPPY
 22:44:25,00:08:55,535330,569,87,22.95,HAPPY
 22:44:25,00:08:56,535542,570,87,21,HAPPY
 22:44:25,00:08:56,535755,568,87,21.97,HAPPY
 22:44:25,00:08:56,535968,569,87,24.9,HAPPY
 22:44:26,00:08:56,536180,570,83,21.48,SAD
 22:44:26,00:08:56,536393,568,83,38.09,SAD
 22:44:26,00:08:57,536605,570,83,25.88,SAD
 22:44:26,00:08:57,536818,569,83,40.53,SAD
 22:44:26,00:08:57,537031,568,83,30.27,SAD
 22:44:27,00:08:57,537243,570,83,23.93,SAD
 22:44:27,00:08:57,537456,569,83,36.62,SAD
 22:44:27,00:08:58,537668,569,83,20.02,SAD
 22:44:27,00:08:58,537881,572,81,21.97,SAD
 22:44:27,00:08:58,538093,570,81,25.39,SAD
 22:44:28,00:08:58,538306,571,81,24.41,SAD
 22:44:28,00:08:59,538519,571,80,30.76,SAD
 22:44:28,00:08:59,538731,569,80,22.46,SAD
 22:44:28,00:08:59,538944,570,80,19.04,SAD
 22:44:29,00:08:59,539156,570,83,20.51,SAD
 22:44:29,00:08:59,539369,569,83,27.34,SAD
 22:44:29,00:09:00,539582,571,83,21,SAD
 22:44:29,00:09:00,539794,572,83,23.44,SAD
 22:44:29,00:09:00,540007,570,83,21.97,SAD
 22:44:30,00:09:00,540219,572,83,27.34,SAD
 22:44:30,00:09:00,540432,570,83,25.88,SAD
 22:44:30,00:09:01,540645,570,83,23.93,SAD
 22:44:30,00:09:01,540857,571,83,23.44,SAD
 22:44:30,00:09:01,541070,569,83,37.11,SAD
 22:44:31,00:09:01,541282,570,83,23.93,SAD
 22:44:31,00:09:01,541495,571,83,42.97,SAD
 22:44:32,00:09:02,542375,572,125,19.53,HAPPY
 22:44:32,00:09:03,542587,571,125,37.6,HAPPY
 22:44:32,00:09:03,542800,570,125,21.97,HAPPY
 22:44:39,00:09:10,550102,573,124,25.88,HAPPY
 22:44:40,00:09:10,550315,570,124,34.18,HAPPY
 22:44:40,00:09:11,550528,571,120,23.93,HAPPY
 22:44:40,00:09:11,550739,572,120,30.76,HAPPY
 22:44:40,00:09:11,550952,570,120,25.39,HAPPY
 22:44:41,00:09:11,551165,571,120,21,HAPPY
 22:44:41,00:09:11,551377,571,120,38.09,HAPPY
 22:44:41,00:09:12,551590,570,120,40.53,HAPPY
 22:44:41,00:09:12,551855,572,103,24.41,HAPPY
 22:44:41,00:09:12,552068,569,103,21,HAPPY
 22:44:42,00:09:12,552280,572,103,21.97,HAPPY
 22:44:42,00:09:12,552493,570,103,23.44,HAPPY
 22:44:42,00:09:13,552705,570,97,18.55,HAPPY
 22:44:42,00:09:13,552918,572,97,20.51,HAPPY
 22:44:43,00:09:13,553129,570,97,22.46,HAPPY
 22:44:43,00:09:13,553342,571,97,20.02,HAPPY
 22:44:43,00:09:14,553555,572,97,41.02,HAPPY
 22:44:43,00:09:14,553767,570,97,18.07,HAPPY
 22:44:43,00:09:14,553980,571,97,24.9,HAPPY
 22:44:44,00:09:14,554192,572,97,20.02,HAPPY
 22:44:44,00:09:14,554405,570,97,40.04,HAPPY
 22:44:44,00:09:15,554617,572,97,34.18,HAPPY
 22:44:44,00:09:15,554830,572,97,35.16,HAPPY
 22:44:52,00:09:23,562646,570,120,24.9,HAPPY
 22:44:52,00:09:23,562857,569,120,41.99,HAPPY
 22:44:52,00:09:23,563070,567,120,25.39,HAPPY
 22:44:53,00:09:23,563283,569,120,22.95,HAPPY
 22:44:53,00:09:23,563495,569,120,37.6,HAPPY
 22:44:53,00:09:24,563708,568,120,30.27,HAPPY
 22:44:53,00:09:24,563921,569,120,30.27,HAPPY
 22:44:54,00:09:24,564133,568,120,22.46,HAPPY
 22:44:54,00:09:24,564346,568,120,39.06,HAPPY
 22:44:54,00:09:25,564559,569,120,21,HAPPY
 22:44:54,00:09:25,564771,567,120,20.02,HAPPY
 22:44:54,00:09:25,564984,568,120,38.09,HAPPY
 22:44:56,00:09:27,566893,568,67,40.04,RELAXED
 22:44:56,00:09:27,567106,566,67,21.48,RELAXED
 22:44:57,00:09:27,567319,558,67,27.34,RELAXED
 22:44:57,00:09:28,567531,568,70,31.25,RELAXED
 22:44:57,00:09:28,567744,566,70,20.02,RELAXED
 22:44:57,00:09:28,567956,568,70,34.67,RELAXED
 22:44:58,00:09:28,568169,568,70,24.9,RELAXED
 22:44:58,00:09:28,568382,566,70,33.2,RELAXED
 22:44:58,00:09:29,568594,560,70,39.55,RELAXED
 22:44:58,00:09:29,568807,567,74,20.51,RELAXED
 22:44:58,00:09:29,569020,567,74,22.46,RELAXED
 22:44:59,00:09:29,569232,568,74,22.46,RELAXED
 22:44:59,00:09:29,569445,566,77,28.32,RELAXED
 22:44:59,00:09:30,569657,567,77,26.86,RELAXED
 22:44:59,00:09:30,569870,568,77,40.04,RELAXED
 22:44:59,00:09:30,570083,566,80,31.25,SAD
 22:45:00,00:09:30,570295,567,80,25.39,SAD
 22:45:00,00:09:31,570508,561,85,18.55,HAPPY
 22:45:00,00:09:31,570720,566,93,24.41,HAPPY
 22:45:00,00:09:31,570933,568,93,36.13,HAPPY
 22:45:01,00:09:31,571146,568,93,20.51,HAPPY
 22:45:01,00:09:31,571358,566,93,21.48,HAPPY
 22:45:01,00:09:32,571571,568,93,20.51,HAPPY
 22:45:01,00:09:32,571784,568,93,22.46,HAPPY
 22:45:01,00:09:32,571996,566,88,21.97,HAPPY
 22:45:02,00:09:32,572209,561,88,21,HAPPY
 22:45:02,00:09:32,572421,567,88,20.02,HAPPY
 22:45:02,00:09:33,572634,567,90,22.46,HAPPY
 22:45:02,00:09:33,572847,568,90,23.44,HAPPY
 22:45:02,00:09:33,573059,567,90,32.71,HAPPY
 22:45:03,00:09:33,573272,568,90,20.51,HAPPY
 22:45:03,00:09:33,573484,568,90,25.88,HAPPY
 22:45:03,00:09:34,573697,567,90,30.27,HAPPY
 22:45:03,00:09:34,573910,568,90,22.95,HAPPY
 22:45:04,00:09:34,574121,569,90,18.55,HAPPY
 22:45:04,00:09:34,574334,567,90,21.48,HAPPY
 22:45:04,00:09:35,574546,569,90,20.02,HAPPY
 22:45:04,00:09:35,574759,562,90,22.46,HAPPY
 22:45:04,00:09:35,574971,567,90,19.53,HAPPY
 22:45:06,00:09:36,576418,570,102,20.51,HAPPY
 22:45:06,00:09:37,576630,568,102,20.51,HAPPY
 22:45:06,00:09:37,576843,570,102,36.62,HAPPY
 22:45:06,00:09:37,577056,570,102,21.97,HAPPY
 22:45:07,00:09:37,577268,568,100,20.02,HAPPY
 22:45:07,00:09:37,577481,571,100,37.6,HAPPY
 22:45:07,00:09:38,577694,569,100,28.81,HAPPY
 22:45:07,00:09:38,577906,569,99,21,HAPPY
 22:45:07,00:09:38,578119,570,99,20.51,HAPPY
 22:45:08,00:09:38,578331,568,102,20.51,HAPPY
 22:45:08,00:09:39,578544,570,108,21,HAPPY
 22:45:08,00:09:39,578757,570,108,22.46,HAPPY
 22:45:08,00:09:39,578969,568,108,18.07,HAPPY
 22:45:09,00:09:39,579182,570,106,21.48,HAPPY
 22:45:09,00:09:39,579395,570,106,40.04,HAPPY
 22:45:09,00:09:40,579607,568,106,20.51,HAPPY
 22:45:09,00:09:40,579820,570,107,21.48,HAPPY
 22:45:09,00:09:40,580033,569,107,23.93,HAPPY
 22:45:10,00:09:40,580245,568,107,41.02,HAPPY
 22:45:10,00:09:40,580458,570,105,31.25,HAPPY
 22:45:10,00:09:41,580670,569,105,20.51,HAPPY
 22:45:10,00:09:41,580883,568,105,34.67,HAPPY
 22:45:10,00:09:41,581096,570,104,24.9,HAPPY
 22:45:11,00:09:41,581309,568,104,21,HAPPY
 22:45:11,00:09:42,581521,568,107,23.93,HAPPY
 22:45:11,00:09:42,581734,570,107,27.34,HAPPY
 22:45:11,00:09:42,581946,568,111,29.3,HAPPY
 22:45:12,00:09:42,582159,569,120,21.97,HAPPY
 22:45:16,00:09:46,586380,567,111,25.39,HAPPY
 22:45:16,00:09:47,586593,568,111,19.53,HAPPY
 22:45:16,00:09:47,586806,569,111,25.88,HAPPY
 22:45:16,00:09:47,587018,567,111,24.9,HAPPY
 22:45:17,00:09:47,587231,568,111,35.16,HAPPY
 22:45:17,00:09:47,587444,568,111,23.93,HAPPY
 22:45:17,00:09:48,587656,567,97,34.67,HAPPY
 22:45:17,00:09:48,587869,569,97,24.41,HAPPY
 22:45:17,00:09:48,588081,568,97,37.11,HAPPY
 22:45:18,00:09:48,588294,567,97,21.97,HAPPY
 22:45:18,00:09:49,588506,569,97,20.02,HAPPY
 22:45:18,00:09:49,588719,567,97,24.41,HAPPY
 22:45:18,00:09:49,588932,568,97,21,HAPPY
 22:45:19,00:09:49,589144,569,97,39.55,HAPPY
 22:45:19,00:09:49,589357,567,97,31.74,HAPPY
 22:45:19,00:09:50,589569,569,97,21,HAPPY
 22:45:19,00:09:50,589782,569,97,38.09,HAPPY
 22:45:19,00:09:50,589993,567,97,20.51,HAPPY
 22:45:21,00:09:52,592006,567,77,20.51,RELAXED
 22:45:22,00:09:52,592218,568,77,18.55,RELAXED
 22:45:22,00:09:52,592431,566,77,20.02,RELAXED
 22:45:22,00:09:53,592644,567,77,31.74,RELAXED
 22:45:22,00:09:53,592856,568,78,31.25,RELAXED
 22:45:22,00:09:53,593069,566,78,23.93,RELAXED
 22:45:23,00:09:53,593281,568,78,22.46,RELAXED
 22:45:23,00:09:53,593494,567,80,18.55,SAD
 22:45:23,00:09:54,593705,566,84,30.76,SAD
 22:45:23,00:09:54,593918,568,84,38.09,SAD
 22:45:24,00:09:54,594131,566,84,19.53,SAD
 22:45:24,00:09:54,594343,567,84,24.41,SAD
 22:45:24,00:09:55,594556,568,84,26.37,SAD
 22:45:24,00:09:55,594768,566,84,20.51,SAD
 22:45:24,00:09:55,594981,567,84,30.76,SAD
 22:45:25,00:09:55,595193,567,84,20.02,SAD
 22:45:25,00:09:55,595406,565,84,37.11,SAD
 22:45:25,00:09:56,595618,567,84,26.37,SAD
 22:45:25,00:09:56,595831,567,84,34.18,SAD
 22:45:25,00:09:56,596044,566,84,22.95,SAD
 22:45:27,00:09:57,597490,568,111,21.97,HAPPY
 22:45:27,00:09:58,597703,566,111,23.44,HAPPY
 22:45:27,00:09:58,597915,568,116,25.88,HAPPY
 22:45:28,00:09:58,598128,568,120,40.04,HAPPY
 22:45:28,00:09:58,598340,566,120,22.46,HAPPY
 22:45:35,00:10:06,605539,567,122,20.51,HAPPY
 22:45:35,00:10:06,605752,566,122,41.99,HAPPY
 22:45:44,00:10:14,614493,569,100,21,HAPPY
 22:45:44,00:10:15,614705,568,100,22.46,HAPPY
 22:45:44,00:10:15,614918,567,100,41.02,HAPPY
 22:45:45,00:10:15,615130,570,102,30.76,HAPPY
 22:45:45,00:10:15,615343,568,102,20.51,HAPPY
 22:45:45,00:10:16,615556,568,102,32.71,HAPPY
 22:45:45,00:10:16,615768,569,102,19.53,HAPPY
 22:45:45,00:10:16,615981,567,102,21.48,HAPPY
 22:45:46,00:10:16,616194,569,102,20.02,HAPPY
 22:45:46,00:10:16,616406,569,91,21.97,HAPPY
 22:45:46,00:10:17,616619,567,91,32.71,HAPPY
 22:45:46,00:10:17,616832,568,91,23.44,HAPPY
 22:45:46,00:10:17,617043,569,91,22.95,HAPPY
 22:45:47,00:10:17,617256,567,91,20.02,HAPPY
 22:45:47,00:10:17,617468,569,85,31.25,HAPPY
 22:45:47,00:10:18,617681,569,85,21.97,HAPPY
 22:45:47,00:10:18,617893,568,85,23.44,HAPPY
 22:45:47,00:10:18,618106,569,85,34.67,HAPPY
 22:45:48,00:10:18,618319,568,85,39.06,HAPPY
 22:45:48,00:10:19,618531,568,85,24.41,HAPPY
 22:45:48,00:10:19,618744,569,85,26.37,HAPPY
 22:45:48,00:10:19,618956,568,85,24.41,HAPPY
 22:45:49,00:10:19,619169,569,85,25.88,HAPPY
 22:45:49,00:10:19,619382,569,77,19.04,RELAXED
 22:45:49,00:10:20,619594,568,77,35.64,RELAXED
 22:45:49,00:10:20,619807,569,77,20.02,RELAXED
 22:45:49,00:10:20,620019,569,77,17.58,RELAXED
 22:45:50,00:10:20,620232,567,77,18.55,RELAXED
 22:45:50,00:10:20,620445,569,77,20.02,RELAXED
 22:45:50,00:10:21,620657,569,71,35.16,RELAXED
 22:45:50,00:10:21,620870,568,71,30.27,RELAXED
 22:45:50,00:10:21,621082,570,71,30.27,RELAXED
 22:45:51,00:10:21,621295,568,71,19.04,RELAXED
 22:45:51,00:10:22,621507,569,71,22.46,RELAXED
 22:45:51,00:10:22,621720,570,71,19.53,RELAXED
 22:45:51,00:10:22,621933,568,71,27.83,RELAXED
 22:45:52,00:10:22,622145,569,71,28.32,RELAXED
 22:45:52,00:10:22,622358,569,71,20.02,RELAXED
 22:45:52,00:10:23,622570,568,71,20.02,RELAXED
 22:45:52,00:10:23,622783,569,71,21.48,RELAXED
 22:45:52,00:10:23,622996,569,71,20.02,RELAXED
 22:46:09,00:10:39,639293,571,90,13.18,HAPPY
 22:46:09,00:10:40,639505,569,90,24.41,HAPPY
 22:46:09,00:10:40,639718,571,90,16.6,HAPPY
 22:46:09,00:10:40,639930,570,90,21.97,HAPPY
 22:46:10,00:10:40,640143,569,90,21,HAPPY
 22:46:10,00:10:40,640356,571,90,21.48,HAPPY
 22:46:10,00:10:41,640568,570,90,19.04,HAPPY
 22:46:10,00:10:41,640781,569,90,38.09,HAPPY
 22:46:10,00:10:41,640993,571,90,19.53,HAPPY
 22:46:11,00:10:41,641206,570,90,22.46,HAPPY
 22:46:11,00:10:41,641418,570,90,30.76,HAPPY
 22:46:11,00:10:42,641631,572,90,31.25,HAPPY
 22:46:13,00:10:43,643180,569,74,28.32,RELAXED
 22:46:13,00:10:43,643392,571,74,41.02,RELAXED
 22:46:13,00:10:44,643605,571,74,27.34,RELAXED
 22:46:13,00:10:44,643817,570,77,20.51,RELAXED
 22:46:13,00:10:44,644030,571,77,21,RELAXED
 22:46:14,00:10:44,644243,572,77,24.9,RELAXED
 22:46:14,00:10:44,644455,570,77,23.93,RELAXED
 22:46:14,00:10:45,644668,571,77,22.95,RELAXED
 22:46:14,00:10:45,644881,571,77,21.48,RELAXED
 22:46:14,00:10:45,645093,570,77,29.79,RELAXED
 22:46:15,00:10:45,645306,572,77,24.9,RELAXED
 22:46:15,00:10:46,645519,571,77,20.51,RELAXED
 22:46:15,00:10:46,645732,570,77,26.86,RELAXED
 22:46:15,00:10:46,645944,572,77,30.76,RELAXED
 22:46:36,00:11:06,666301,573,69,41.5,RELAXED
 22:46:36,00:11:07,666514,571,69,15.14,RELAXED
 22:46:36,00:11:07,666726,573,83,22.95,SAD
 22:46:36,00:11:07,666939,573,104,36.62,HAPPY
 22:46:37,00:11:07,667151,570,104,20.02,HAPPY
 22:46:37,00:11:07,667364,572,104,24.41,HAPPY
 22:46:37,00:11:08,667577,572,113,41.02,HAPPY
 22:46:37,00:11:08,667790,571,113,19.04,HAPPY
 22:46:37,00:11:08,668002,572,125,38.09,HAPPY
 22:46:38,00:11:08,668215,572,125,40.04,HAPPY
 22:46:38,00:11:08,668427,571,125,40.53,HAPPY
 22:46:38,00:11:09,668640,572,125,20.51,HAPPY
 22:46:38,00:11:09,668852,568,125,25.39,HAPPY
 22:46:38,00:11:09,669065,571,125,31.25,HAPPY
 22:46:39,00:11:09,669278,573,125,23.93,HAPPY
 22:46:39,00:11:09,669490,572,125,36.13,HAPPY
 22:46:39,00:11:10,669703,571,125,25.39,HAPPY
 22:46:39,00:11:10,669916,574,125,20.02,HAPPY
 22:46:40,00:11:10,670128,571,125,41.99,HAPPY
 22:46:40,00:11:10,670341,571,125,21.48,HAPPY
 22:46:44,00:11:15,674509,572,116,42.48,HAPPY
 22:46:44,00:11:15,674721,572,116,21,HAPPY
 22:46:44,00:11:15,674934,570,116,24.9,HAPPY
